"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
" Since December 2022 sampling has temporarily been relocated to MaunuaKea, Hawaii          "
" Latitude 19.8°N Longitude 155.5°W Elevation 4145m      "
"                                                                                           "
" Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker"
" (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            "
"                                                                                           "
" Baseline data in this file through 03-Oct-2024 from archive dated 04-Oct-2024 10:30:32    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   "
" mole (ppm), reported on the 2012 SIO manometric mole fraction scale.  This is the        "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                 "
" Column 11 is the 3-digit sampling station identifier.  MLO refers to the Mauna Loa Observatory."
" MKO refers the summit of nearby Maunakea. MKO data are used to a fill a gap created by the 2022"
" eruption of Mauna Loa, which led to the shutdown measurements by the Scripps CO2 program at MLO"
" from Dec 2022 through Feb 2023"
"                                                                                           "
" CO2 concentrations are measured on the '12' calibration scale                             "
"                                                                                           "
Yr,Mn,Date,Date,CO2,seasonally,fit,seasonally,CO2,seasonally,Sta
1978,10,28778,1978.7890,332.56,335.75,332.73,335.90,332.56,335.75,MLO
1978,11,28809,1978.8740,333.93,335.93,334.02,336.00,333.93,335.93,MLO
1978,12,28839,1978.9562,334.96,335.77,335.30,336.10,334.96,335.77,MLO
1979,01,28870,1979.0411,336.24,336.18,336.28,336.21,336.24,336.18,MLO
1979,02,28901,1979.1260,336.77,336.08,337.02,336.32,336.77,336.08,MLO
1979,03,28929,1979.2027,337.97,336.61,337.81,336.43,337.97,336.61,MLO
1979,04,28960,1979.2877,338.89,336.44,339.02,336.55,338.89,336.44,MLO
1979,05,28990,1979.3699,339.48,336.48,339.69,336.68,339.48,336.48,MLO
1979,06,29021,1979.4548,339.30,337.01,339.09,336.82,339.30,337.01,MLO
1979,07,29051,1979.5370,337.74,337.03,337.63,336.95,337.74,337.03,MLO
1979,08,29082,1979.6219,336.10,337.48,335.68,337.09,336.10,337.48,MLO
1979,09,29113,1979.7068,333.93,337.03,334.12,337.24,333.93,337.03,MLO
1979,10,29143,1979.7890,333.87,337.07,334.20,337.38,333.87,337.07,MLO
1979,11,29174,1979.8740,335.30,337.31,335.56,337.54,335.30,337.31,MLO
1979,12,29204,1979.9562,336.74,337.56,336.90,337.70,336.74,337.56,MLO
1980,01,29235,1980.0410,338.03,337.97,337.93,337.86,338.03,337.97,MLO
1980,02,29266,1980.1257,338.37,337.68,338.73,338.03,338.37,337.68,MLO
1980,03,29295,1980.2049,340.09,338.69,339.60,338.19,340.09,338.69,MLO
1980,04,29326,1980.2896,340.78,338.30,340.85,338.35,340.78,338.30,MLO
1980,05,29356,1980.3716,341.48,338.47,341.51,338.50,341.48,338.47,MLO
1980,06,29387,1980.4563,341.19,338.91,340.90,338.65,341.19,338.91,MLO
1980,07,29417,1980.5383,339.57,338.89,339.44,338.78,339.57,338.89,MLO
1980,08,29448,1980.6230,337.61,339.02,337.47,338.91,337.61,339.02,MLO
1980,09,29479,1980.7077,335.90,339.02,335.90,339.04,335.90,339.02,MLO
1980,10,29509,1980.7896,336.03,339.23,335.96,339.15,336.03,339.23,MLO
1980,11,29540,1980.8743,337.12,339.12,337.27,339.26,337.12,339.12,MLO
1980,12,29570,1980.9563,338.23,339.05,338.56,339.36,338.23,339.05,MLO
1981,01,29601,1981.0411,339.25,339.19,339.54,339.46,339.25,339.19,MLO
1981,02,29632,1981.1260,340.50,339.80,340.27,339.57,340.50,339.80,MLO
1981,03,29660,1981.2027,341.40,340.03,341.04,339.65,341.40,340.03,MLO
1981,04,29691,1981.2877,342.52,340.06,342.23,339.75,342.52,340.06,MLO
1981,05,29721,1981.3699,342.93,339.91,342.86,339.83,342.93,339.91,MLO
1981,06,29752,1981.4548,342.27,339.97,342.20,339.92,342.27,339.97,MLO
1981,07,29782,1981.5370,340.50,339.79,340.69,340.00,340.50,339.79,MLO
1981,08,29813,1981.6219,338.45,339.84,338.67,340.09,338.45,339.84,MLO
1981,09,29844,1981.7068,336.71,339.83,337.05,340.19,336.71,339.83,MLO
1981,10,29874,1981.7890,336.88,340.10,337.08,340.29,336.88,340.10,MLO
1981,11,29905,1981.8740,338.38,340.40,338.40,340.40,338.38,340.40,MLO
1981,12,29935,1981.9562,339.63,340.45,339.70,340.50,339.63,340.45,MLO
1982,01,29966,1982.0411,340.77,340.71,340.68,340.61,340.77,340.71,MLO
1982,02,29997,1982.1260,341.63,340.94,341.43,340.72,341.63,340.94,MLO
1982,03,30025,1982.2027,342.72,341.34,342.20,340.81,342.72,341.34,MLO
1982,04,30056,1982.2877,343.59,341.12,343.39,340.90,343.59,341.12,MLO
1982,05,30086,1982.3699,344.16,341.12,344.01,340.98,344.16,341.12,MLO
1982,06,30117,1982.4548,343.37,341.06,343.35,341.06,343.37,341.06,MLO
1982,07,30147,1982.5370,342.07,341.36,341.83,341.14,342.07,341.36,MLO
1982,08,30178,1982.6219,339.83,341.22,339.79,341.22,339.83,341.22,MLO
1982,09,30209,1982.7068,338.00,341.13,338.16,341.31,338.00,341.13,MLO
1982,10,30239,1982.7890,337.88,341.11,338.19,341.40,337.88,341.11,MLO
1982,11,30270,1982.8740,339.28,341.31,339.52,341.52,339.28,341.31,MLO
1982,12,30300,1982.9562,340.51,341.33,340.84,341.65,340.51,341.33,MLO
1983,01,30331,1983.0411,341.40,341.33,341.87,341.80,341.40,341.33,MLO
1983,02,30362,1983.1260,342.54,341.84,342.68,341.97,342.54,341.84,MLO
1983,03,30390,1983.2027,343.12,341.74,343.53,342.14,343.12,341.74,MLO
1983,04,30421,1983.2877,344.96,342.48,344.83,342.33,344.96,342.48,MLO
1983,05,30451,1983.3699,345.77,342.73,345.56,342.52,345.77,342.73,MLO
1983,06,30482,1983.4548,345.34,343.02,345.00,342.71,345.34,343.02,MLO
1983,07,30512,1983.5370,344.00,343.28,343.58,342.89,344.00,343.28,MLO
1983,08,30543,1983.6219,342.40,343.79,341.63,343.06,342.40,343.79,MLO
1983,09,30574,1983.7068,339.89,343.02,340.07,343.23,339.89,343.02,MLO
1983,10,30604,1983.7890,340.00,343.24,340.15,343.38,340.00,343.24,MLO
1983,11,30635,1983.8740,341.16,343.19,341.52,343.53,341.16,343.19,MLO
1983,12,30665,1983.9562,342.99,343.81,342.86,343.67,342.99,343.81,MLO
1984,01,30696,1984.0410,343.82,343.76,343.89,343.82,343.82,343.76,MLO
1984,02,30727,1984.1257,344.62,343.92,344.66,343.96,344.62,343.92,MLO
1984,03,30756,1984.2049,345.38,343.98,345.51,344.08,345.38,343.98,MLO
1984,04,30787,1984.2896,347.15,344.64,346.74,344.21,347.15,344.64,MLO
1984,05,30817,1984.3716,347.52,344.47,347.39,344.34,347.52,344.47,MLO
1984,06,30848,1984.4563,346.88,344.58,346.74,344.46,346.88,344.58,MLO
1984,07,30878,1984.5383,345.47,344.78,345.23,344.57,345.47,344.78,MLO
1984,08,30909,1984.6230,343.34,344.77,343.23,344.69,343.34,344.77,MLO
1984,09,30940,1984.7077,341.13,344.29,341.63,344.80,341.13,344.29,MLO
1984,10,30970,1984.7896,341.40,344.64,341.69,344.92,341.40,344.64,MLO
1984,11,31001,1984.8743,343.02,345.05,343.03,345.04,343.02,345.05,MLO
1984,12,31031,1984.9563,344.25,345.08,344.35,345.16,344.25,345.08,MLO
1985,01,31062,1985.0411,344.99,344.93,345.35,345.28,344.99,344.93,MLO
1985,02,31093,1985.1260,346.01,345.31,346.12,345.41,346.01,345.31,MLO
1985,03,31121,1985.2027,347.43,346.04,346.92,345.51,347.43,346.04,MLO
1985,04,31152,1985.2877,348.34,345.85,348.14,345.63,348.34,345.85,MLO
1985,05,31182,1985.3699,348.92,345.86,348.79,345.73,348.92,345.86,MLO
1985,06,31213,1985.4548,348.24,345.91,348.13,345.83,348.24,345.91,MLO
1985,07,31243,1985.5370,346.54,345.81,346.61,345.91,346.54,345.81,MLO
1985,08,31274,1985.6219,344.64,346.04,344.56,346.00,344.64,346.04,MLO
1985,09,31305,1985.7068,343.06,346.21,342.92,346.09,343.06,346.21,MLO
1985,10,31335,1985.7890,342.77,346.03,342.93,346.17,342.77,346.03,MLO
1985,11,31366,1985.8740,344.21,346.25,344.24,346.26,344.21,346.25,MLO
1985,12,31396,1985.9562,345.53,346.36,345.54,346.35,345.53,346.36,MLO
1986,01,31427,1986.0411,346.28,346.21,346.53,346.45,346.28,346.21,MLO
1986,02,31458,1986.1260,346.93,346.23,347.28,346.56,346.93,346.23,MLO
1986,03,31486,1986.2027,347.83,346.44,348.08,346.67,347.83,346.44,MLO
1986,04,31517,1986.2877,349.53,347.03,349.31,346.79,349.53,347.03,MLO
1986,05,31547,1986.3699,350.19,347.12,349.99,346.92,350.19,347.12,MLO
1986,06,31578,1986.4548,349.54,347.20,349.36,347.05,349.54,347.20,MLO
1986,07,31608,1986.5370,347.92,347.19,347.87,347.17,347.92,347.19,MLO
1986,08,31639,1986.6219,345.88,347.29,345.86,347.30,345.88,347.29,MLO
1986,09,31670,1986.7068,344.83,347.99,344.25,347.43,344.83,347.99,MLO
1986,10,31700,1986.7890,344.16,347.42,344.30,347.56,344.16,347.42,MLO
1986,11,31731,1986.8740,345.64,347.69,345.66,347.69,345.64,347.69,MLO
1986,12,31761,1986.9562,346.88,347.71,347.00,347.82,346.88,347.71,MLO
1987,01,31792,1987.0411,348.00,347.94,348.04,347.96,348.00,347.94,MLO
1987,02,31823,1987.1260,348.47,347.76,348.84,348.12,348.47,347.76,MLO
1987,03,31851,1987.2027,349.41,348.01,349.68,348.27,349.41,348.01,MLO
1987,04,31882,1987.2877,350.97,348.46,350.96,348.44,350.97,348.46,MLO
1987,05,31912,1987.3699,351.84,348.76,351.69,348.62,351.84,348.76,MLO
1987,06,31943,1987.4548,351.25,348.91,351.12,348.80,351.25,348.91,MLO
1987,07,31973,1987.5370,349.50,348.77,349.68,348.99,349.50,348.77,MLO
1987,08,32004,1987.6219,348.08,349.50,347.73,349.18,348.08,349.50,MLO
1987,09,32035,1987.7068,346.44,349.61,346.19,349.38,346.44,349.61,MLO
1987,10,32065,1987.7890,346.09,349.37,346.30,349.57,346.09,349.37,MLO
1987,11,32096,1987.8740,347.54,349.59,347.74,349.77,347.54,349.59,MLO
1987,12,32126,1987.9562,348.69,349.53,349.15,349.97,348.69,349.53,MLO
1988,01,32157,1988.0410,350.16,350.10,350.25,350.18,350.16,350.10,MLO
1988,02,32188,1988.1257,351.47,350.76,351.10,350.39,351.47,350.76,MLO
1988,03,32217,1988.2049,351.96,350.53,352.02,350.58,351.96,350.53,MLO
1988,04,32248,1988.2896,353.33,350.79,353.33,350.78,353.33,350.79,MLO
1988,05,32278,1988.3716,353.97,350.88,354.05,350.97,353.97,350.88,MLO
1988,06,32309,1988.4563,353.55,351.22,353.46,351.15,353.55,351.22,MLO
1988,07,32339,1988.5383,352.14,351.44,352.00,351.33,352.14,351.44,MLO
1988,08,32370,1988.6230,350.19,351.63,350.02,351.49,350.19,351.63,MLO
1988,09,32401,1988.7077,348.50,351.69,348.44,351.65,348.50,351.69,MLO
1988,10,32431,1988.7896,348.66,351.94,348.53,351.79,348.66,351.94,MLO
1988,11,32462,1988.8743,349.85,351.90,349.90,351.93,349.85,351.90,MLO
1988,12,32492,1988.9563,351.12,351.96,351.23,352.05,351.12,351.96,MLO
1989,01,32523,1989.0411,352.55,352.49,352.24,352.17,352.55,352.49,MLO
1989,02,32554,1989.1260,352.86,352.15,353.01,352.28,352.86,352.15,MLO
1989,03,32582,1989.2027,353.48,352.07,353.80,352.38,353.48,352.07,MLO
1989,04,32613,1989.2877,355.21,352.69,355.03,352.49,355.21,352.69,MLO
1989,05,32643,1989.3699,355.47,352.37,355.69,352.59,355.47,352.37,MLO
1989,06,32674,1989.4548,354.92,352.57,355.03,352.69,354.92,352.57,MLO
1989,07,32704,1989.5370,353.70,352.96,353.49,352.79,353.70,352.96,MLO
1989,08,32735,1989.6219,351.47,352.89,351.43,352.89,351.47,352.89,MLO
1989,09,32766,1989.7068,349.61,352.80,349.78,352.98,349.61,352.80,MLO
1989,10,32796,1989.7890,349.79,353.08,349.80,353.08,349.79,353.08,MLO
1989,11,32827,1989.8740,351.10,353.16,351.14,353.18,351.10,353.16,MLO
1989,12,32857,1989.9562,352.32,353.17,352.46,353.28,352.32,353.17,MLO
1990,01,32888,1990.0411,353.46,353.40,353.46,353.38,353.46,353.40,MLO
1990,02,32919,1990.1260,354.50,353.79,354.21,353.49,354.50,353.79,MLO
1990,03,32947,1990.2027,355.19,353.78,355.01,353.58,355.19,353.78,MLO
1990,04,32978,1990.2877,356.00,353.47,356.23,353.69,356.00,353.47,MLO
1990,05,33008,1990.3699,356.96,353.86,356.90,353.79,356.96,353.86,MLO
1990,06,33039,1990.4548,356.04,353.68,356.25,353.91,356.04,353.68,MLO
1990,07,33069,1990.5370,354.62,353.89,354.73,354.03,354.62,353.89,MLO
1990,08,33100,1990.6219,352.71,354.14,352.70,354.16,352.71,354.14,MLO
1990,09,33131,1990.7068,350.77,353.97,351.08,354.30,350.77,353.97,MLO
1990,10,33161,1990.7890,350.99,354.29,351.15,354.44,350.99,354.29,MLO
1990,11,33192,1990.8740,352.64,354.71,352.54,354.59,352.64,354.71,MLO
1990,12,33222,1990.9562,354.02,354.86,353.91,354.73,354.02,354.86,MLO
1991,01,33253,1991.0411,354.53,354.46,354.95,354.88,354.53,354.46,MLO
1991,02,33284,1991.1260,355.55,354.84,355.74,355.02,355.55,354.84,MLO
1991,03,33312,1991.2027,356.96,355.55,356.56,355.14,356.96,355.55,MLO
1991,04,33343,1991.2877,358.40,355.86,357.80,355.25,358.40,355.86,MLO
1991,05,33373,1991.3699,359.14,356.02,358.46,355.34,359.14,356.02,MLO
1991,06,33404,1991.4548,358.04,355.68,357.77,355.42,358.04,355.68,MLO
1991,07,33434,1991.5370,355.98,355.24,356.19,355.49,355.98,355.24,MLO
1991,08,33465,1991.6219,353.81,355.24,354.08,355.55,353.81,355.24,MLO
1991,09,33496,1991.7068,351.95,355.16,352.38,355.61,351.95,355.16,MLO
1991,10,33526,1991.7890,352.02,355.33,352.36,355.66,352.02,355.33,MLO
1991,11,33557,1991.8740,353.55,355.62,353.68,355.73,353.55,355.62,MLO
1991,12,33587,1991.9562,354.79,355.64,354.97,355.80,354.79,355.64,MLO
1992,01,33618,1992.0410,355.79,355.73,355.94,355.87,355.79,355.73,MLO
1992,02,33649,1992.1257,356.52,355.81,356.66,355.94,356.52,355.81,MLO
1992,03,33678,1992.2049,357.61,356.17,357.46,356.00,357.61,356.17,MLO
1992,04,33709,1992.2896,358.95,356.38,358.65,356.06,358.95,356.38,MLO
1992,05,33739,1992.3716,359.46,356.34,359.23,356.11,359.46,356.34,MLO
1992,06,33770,1992.4563,359.06,356.70,358.49,356.16,359.06,356.70,MLO
1992,07,33800,1992.5383,356.82,356.11,356.87,356.20,356.82,356.11,MLO
1992,08,33831,1992.6230,354.80,356.26,354.73,356.23,354.80,356.26,MLO
1992,09,33862,1992.7077,352.81,356.03,353.02,356.26,352.81,356.03,MLO
1992,10,33892,1992.7896,353.11,356.43,352.99,356.29,353.11,356.43,MLO
1992,11,33923,1992.8743,353.96,356.04,354.28,356.33,353.96,356.04,MLO
1992,12,33953,1992.9563,355.20,356.05,355.54,356.37,355.20,356.05,MLO
1993,01,33984,1993.0411,356.50,356.44,356.50,356.43,356.50,356.44,MLO
1993,02,34015,1993.1260,356.97,356.25,357.22,356.49,356.97,356.25,MLO
1993,03,34043,1993.2027,358.18,356.76,357.99,356.55,358.18,356.76,MLO
1993,04,34074,1993.2877,359.26,356.71,359.20,356.63,359.26,356.71,MLO
1993,05,34104,1993.3699,360.08,356.95,359.84,356.71,360.08,356.95,MLO
1993,06,34135,1993.4548,359.40,357.02,359.16,356.80,359.40,357.02,MLO
1993,07,34165,1993.5370,357.38,356.63,357.61,356.90,357.38,356.63,MLO
1993,08,34196,1993.6219,355.33,356.76,355.54,357.01,355.33,356.76,MLO
1993,09,34227,1993.7068,353.50,356.73,353.90,357.14,353.50,356.73,MLO
1993,10,34257,1993.7890,353.80,357.13,353.96,357.28,353.80,357.13,MLO
1993,11,34288,1993.8740,355.15,357.23,355.37,357.43,355.15,357.23,MLO
1993,12,34318,1993.9562,356.62,357.47,356.76,357.59,356.62,357.47,MLO
1994,01,34349,1994.0411,358.19,358.13,357.83,357.76,358.19,358.13,MLO
1994,02,34380,1994.1260,358.73,358.01,358.66,357.93,358.73,358.01,MLO
1994,03,34408,1994.2027,359.79,358.36,359.53,358.09,359.79,358.36,MLO
1994,04,34439,1994.2877,361.09,358.53,360.83,358.26,361.09,358.53,MLO
1994,05,34469,1994.3699,361.51,358.37,361.56,358.42,361.51,358.37,MLO
1994,06,34500,1994.4548,360.78,358.39,360.95,358.59,360.78,358.39,MLO
1994,07,34530,1994.5370,359.38,358.63,359.46,358.75,359.38,358.63,MLO
1994,08,34561,1994.6219,357.31,358.75,357.45,358.93,357.31,358.75,MLO
1994,09,34592,1994.7068,355.68,358.92,355.85,359.11,355.68,358.92,MLO
1994,10,34622,1994.7890,355.83,359.17,355.95,359.28,355.83,359.17,MLO
1994,11,34653,1994.8740,357.42,359.51,357.40,359.47,357.42,359.51,MLO
1994,12,34683,1994.9562,358.87,359.73,358.81,359.65,358.87,359.73,MLO
1995,01,34714,1995.0411,359.81,359.75,359.91,359.83,359.81,359.75,MLO
1995,02,34745,1995.1260,360.84,360.12,360.75,360.02,360.84,360.12,MLO
1995,03,34773,1995.2027,361.48,360.05,361.62,360.18,361.48,360.05,MLO
1995,04,34804,1995.2877,363.30,360.73,362.94,360.35,363.30,360.73,MLO
1995,05,34834,1995.3699,363.64,360.50,363.67,360.52,363.64,360.50,MLO
1995,06,34865,1995.4548,363.11,360.72,363.06,360.69,363.11,360.72,MLO
1995,07,34895,1995.5370,361.74,361.00,361.56,360.85,361.74,361.00,MLO
1995,08,34926,1995.6219,359.31,360.75,359.53,361.01,359.31,360.75,MLO
1995,09,34957,1995.7068,357.91,361.16,357.91,361.17,357.91,361.16,MLO
1995,10,34987,1995.7890,357.62,360.97,357.99,361.33,357.62,360.97,MLO
1995,11,35018,1995.8740,359.42,361.52,359.41,361.49,359.42,361.52,MLO
1995,12,35048,1995.9562,360.56,361.41,360.81,361.64,360.56,361.41,MLO
1996,01,35079,1996.0410,361.91,361.85,361.87,361.80,361.91,361.85,MLO
1996,02,35110,1996.1257,363.11,362.38,362.68,361.95,363.11,362.38,MLO
1996,03,35139,1996.2049,363.89,362.43,363.55,362.07,363.89,362.43,MLO
1996,04,35170,1996.2896,364.58,361.98,364.82,362.20,364.58,361.98,MLO
1996,05,35200,1996.3716,365.29,362.13,365.47,362.32,365.29,362.13,MLO
1996,06,35231,1996.4563,364.84,362.46,364.78,362.43,364.84,362.46,MLO
1996,07,35261,1996.5383,363.52,362.80,363.21,362.53,363.52,362.80,MLO
1996,08,35292,1996.6230,361.35,362.82,361.11,362.62,361.35,362.82,MLO
1996,09,35323,1996.7077,359.32,362.58,359.42,362.71,359.32,362.58,MLO
1996,10,35353,1996.7896,359.48,362.83,359.44,362.78,359.48,362.83,MLO
1996,11,35384,1996.8743,360.64,362.74,360.79,362.87,360.64,362.74,MLO
1996,12,35414,1996.9563,362.21,363.06,362.11,362.94,362.21,363.06,MLO
1997,01,35445,1997.0411,363.06,363.00,363.10,363.03,363.06,363.00,MLO
1997,02,35476,1997.1260,363.87,363.14,363.86,363.12,363.87,363.14,MLO
1997,03,35504,1997.2027,364.44,363.01,364.66,363.21,364.44,363.01,MLO
1997,04,35535,1997.2877,366.23,363.65,365.91,363.32,366.23,363.65,MLO
1997,05,35565,1997.3699,366.68,363.51,366.60,363.43,366.68,363.51,MLO
1997,06,35596,1997.4548,365.52,363.11,365.96,363.57,365.52,363.11,MLO
1997,07,35626,1997.5370,364.36,363.61,364.44,363.72,364.36,363.61,MLO
1997,08,35657,1997.6219,362.39,363.84,362.41,363.90,362.39,363.84,MLO
1997,09,35688,1997.7068,360.08,363.34,360.82,364.10,360.08,363.34,MLO
1997,10,35718,1997.7890,360.67,364.04,360.96,364.31,360.67,364.04,MLO
1997,11,35749,1997.8740,362.32,364.43,362.47,364.56,362.32,364.43,MLO
1997,12,35779,1997.9562,364.17,365.02,363.96,364.81,364.17,365.02,MLO
1998,01,35810,1998.0411,365.22,365.16,365.15,365.08,365.22,365.16,MLO
1998,02,35841,1998.1260,366.04,365.31,366.09,365.35,366.04,365.31,MLO
1998,03,35869,1998.2027,367.20,365.76,367.06,365.60,367.20,365.76,MLO
1998,04,35900,1998.2877,368.50,365.91,368.48,365.88,368.50,365.91,MLO
1998,05,35930,1998.3699,369.19,366.01,369.31,366.14,369.19,366.01,MLO
1998,06,35961,1998.4548,368.77,366.35,368.79,366.40,368.77,366.35,MLO
1998,07,35991,1998.5370,367.53,366.78,367.36,366.64,367.53,366.78,MLO
1998,08,36022,1998.6219,365.67,367.13,365.38,366.88,365.67,367.13,MLO
1998,09,36053,1998.7068,363.80,367.08,363.80,367.09,363.80,367.08,MLO
1998,10,36083,1998.7890,364.13,367.51,363.92,367.28,364.13,367.51,MLO
1998,11,36114,1998.8740,365.36,367.48,365.37,367.46,365.36,367.48,MLO
1998,12,36144,1998.9562,366.87,367.73,366.77,367.61,366.87,367.73,MLO
1999,01,36175,1999.0411,368.05,367.99,367.82,367.75,368.05,367.99,MLO
1999,02,36206,1999.1260,368.77,368.04,368.60,367.86,368.77,368.04,MLO
1999,03,36234,1999.2027,369.49,368.04,369.41,367.95,369.49,368.04,MLO
1999,04,36265,1999.2877,371.04,368.44,370.65,368.03,371.04,368.44,MLO
1999,05,36295,1999.3699,370.90,367.72,371.29,368.11,370.90,367.72,MLO
1999,06,36326,1999.4548,370.25,367.83,370.58,368.18,370.25,367.83,MLO
1999,07,36356,1999.5370,369.17,368.41,368.96,368.24,369.17,368.41,MLO
1999,08,36387,1999.6219,366.83,368.29,366.82,368.31,366.83,368.29,MLO
1999,09,36418,1999.7068,364.54,367.82,365.09,368.39,364.54,367.82,MLO
1999,10,36448,1999.7890,365.04,368.43,365.09,368.47,365.04,368.43,MLO
1999,11,36479,1999.8740,366.58,368.70,366.45,368.55,366.58,368.70,MLO
1999,12,36509,1999.9562,367.92,368.78,367.79,368.64,367.92,368.78,MLO
2000,01,36540,2000.0410,369.05,368.99,368.81,368.73,369.05,368.99,MLO
2000,02,36571,2000.1257,369.37,368.64,369.57,368.83,369.37,368.64,MLO
2000,03,36600,2000.2049,370.42,368.95,370.42,368.93,370.42,368.95,MLO
2000,04,36631,2000.2896,371.57,368.94,371.68,369.03,371.57,368.94,MLO
2000,05,36661,2000.3716,371.74,368.54,372.34,369.15,371.74,368.54,MLO
2000,06,36692,2000.4563,371.60,369.20,371.66,369.28,371.60,369.20,MLO
2000,07,36722,2000.5383,370.02,369.30,370.11,369.41,370.02,369.30,MLO
2000,08,36753,2000.6230,368.03,369.52,368.03,369.56,368.03,369.52,MLO
2000,09,36784,2000.7077,366.53,369.83,366.39,369.70,366.53,369.83,MLO
2000,10,36814,2000.7896,366.64,370.03,366.46,369.84,366.64,370.03,MLO
2000,11,36845,2000.8743,368.20,370.33,367.88,369.98,368.20,370.33,MLO
2000,12,36875,2000.9563,369.44,370.30,369.27,370.11,369.44,370.30,MLO
2001,01,36906,2001.0411,370.20,370.13,370.32,370.24,370.20,370.13,MLO
2001,02,36937,2001.1260,371.42,370.68,371.11,370.37,371.42,370.68,MLO
2001,03,36965,2001.2027,372.04,370.58,371.94,370.47,372.04,370.58,MLO
2001,04,36996,2001.2877,372.78,370.17,373.22,370.60,372.78,370.17,MLO
2001,05,37026,2001.3699,373.94,370.74,373.92,370.72,373.94,370.74,MLO
2001,06,37057,2001.4548,373.23,370.79,373.26,370.85,373.23,370.79,MLO
2001,07,37087,2001.5370,371.54,370.78,371.70,370.98,371.54,370.78,MLO
2001,08,37118,2001.6219,369.47,370.94,369.62,371.12,369.47,370.94,MLO
2001,09,37149,2001.7068,367.88,371.18,367.96,371.28,367.88,371.18,MLO
2001,10,37179,2001.7890,368.01,371.42,368.04,371.43,368.01,371.42,MLO
2001,11,37210,2001.8740,369.60,371.74,369.48,371.60,369.60,371.74,MLO
2001,12,37240,2001.9562,371.16,372.02,370.91,371.76,371.16,372.02,MLO
2002,01,37271,2002.0411,372.36,372.29,372.00,371.93,372.36,372.29,MLO
2002,02,37302,2002.1260,373.00,372.26,372.85,372.10,373.00,372.26,MLO
2002,03,37330,2002.2027,373.44,371.98,373.74,372.26,373.44,371.98,MLO
2002,04,37361,2002.2877,374.77,372.16,375.09,372.45,374.77,372.16,MLO
2002,05,37391,2002.3699,375.48,372.27,375.86,372.65,375.48,372.27,MLO
2002,06,37422,2002.4548,375.34,372.89,375.28,372.86,375.34,372.89,MLO
2002,07,37452,2002.5370,373.95,373.19,373.80,373.07,373.95,373.19,MLO
2002,08,37483,2002.6219,371.41,372.88,371.79,373.30,371.41,372.88,MLO
2002,09,37514,2002.7068,370.63,373.94,370.20,373.53,370.63,373.94,MLO
2002,10,37544,2002.7890,370.18,373.60,370.35,373.76,370.18,373.60,MLO
2002,11,37575,2002.8740,372.01,374.15,371.87,373.99,372.01,374.15,MLO
2002,12,37605,2002.9562,373.71,374.58,373.36,374.21,373.71,374.58,MLO
